# x	y	u	v	flags	mask
5.7641e+01	5.8973e+01	5.0206e-01	-4.1232e-01	0.0000e+00	0.0000e+00
5.8973e+01	5.8973e+01	5.0157e-01	-4.6617e-01	0.0000e+00	0.0000e+00
6.0305e+01	5.8973e+01	5.0328e-01	-4.7873e-01	0.0000e+00	0.0000e+00
1.6953e+00	5.7641e+01	4.8866e-01	5.6126e-01	0.0000e+00	0.0000e+00
3.0273e+00	5.7641e+01	4.8717e-01	5.0526e-01	0.0000e+00	0.0000e+00
4.3594e+00	5.7641e+01	4.9215e-01	4.8470e-01	0.0000e+00	0.0000e+00
5.6914e+00	5.7641e+01	4.7650e-01	4.8021e-01	0.0000e+00	0.0000e+00
7.0234e+00	5.7641e+01	4.8053e-01	4.6402e-01	0.0000e+00	0.0000e+00
8.3555e+00	5.7641e+01	4.8533e-01	4.2420e-01	0.0000e+00	0.0000e+00
9.6875e+00	5.7641e+01	4.8214e-01	3.9328e-01	0.0000e+00	0.0000e+00
1.1020e+01	5.7641e+01	4.8413e-01	3.8158e-01	0.0000e+00	0.0000e+00
1.2352e+01	5.7641e+01	4.8550e-01	3.6852e-01	0.0000e+00	0.0000e+00
1.3684e+01	5.7641e+01	4.8604e-01	3.3983e-01	0.0000e+00	0.0000e+00
1.5016e+01	5.7641e+01	4.8837e-01	2.9364e-01	0.0000e+00	0.0000e+00
1.6348e+01	5.7641e+01	4.8719e-01	2.8985e-01	0.0000e+00	0.0000e+00
1.7680e+01	5.7641e+01	4.7434e-01	2.8574e-01	0.0000e+00	0.0000e+00
1.9012e+01	5.7641e+01	4.8911e-01	2.4631e-01	0.0000e+00	0.0000e+00
2.0344e+01	5.7641e+01	4.8592e-01	1.9813e-01	0.0000e+00	0.0000e+00
2.1676e+01	5.7641e+01	4.8640e-01	1.9262e-01	0.0000e+00	0.0000e+00
2.3008e+01	5.7641e+01	4.8790e-01	1.8523e-01	0.0000e+00	0.0000e+00
2.4340e+01	5.7641e+01	4.8787e-01	1.6737e-01	0.0000e+00	0.0000e+00
2.5672e+01	5.7641e+01	4.8531e-01	1.0426e-01	0.0000e+00	0.0000e+00
2.7004e+01	5.7641e+01	4.8358e-01	9.9436e-02	0.0000e+00	0.0000e+00
2.8336e+01	5.7641e+01	4.8718e-01	9.1224e-02	0.0000e+00	0.0000e+00
2.9668e+01	5.7641e+01	4.8073e-01	6.9011e-02	0.0000e+00	0.0000e+00
3.1000e+01	5.7641e+01	4.8854e-01	1.8570e-02	0.0000e+00	0.0000e+00
3.2332e+01	5.7641e+01	4.8240e-01	6.3601e-04	0.0000e+00	0.0000e+00
3.3664e+01	5.7641e+01	4.8369e-01	-1.1231e-03	0.0000e+00	0.0000e+00
3.4996e+01	5.7641e+01	4.8593e-01	-1.4039e-02	0.0000e+00	0.0000e+00
3.6328e+01	5.7641e+01	4.8544e-01	-7.1762e-02	0.0000e+00	0.0000e+00
3.7660e+01	5.7641e+01	4.8439e-01	-9.3785e-02	0.0000e+00	0.0000e+00
3.8992e+01	5.7641e+01	4.8384e-01	-1.0068e-01	0.0000e+00	0.0000e+00
4.0324e+01	5.7641e+01	4.8634e-01	-1.1293e-01	0.0000e+00	0.0000e+00
4.1656e+01	5.7641e+01	4.8866e-01	-1.6311e-01	0.0000e+00	0.0000e+00
4.2988e+01	5.7641e+01	4.8687e-01	-1.8497e-01	0.0000e+00	0.0000e+00
4.4320e+01	5.7641e+01	4.8386e-01	-1.9519e-01	0.0000e+00	0.0000e+00
4.5652e+01	5.7641e+01	4.7775e-01	-2.0787e-01	0.0000e+00	0.0000e+00
4.6984e+01	5.7641e+01	4.8369e-01	-2.5071e-01	0.0000e+00	0.0000e+00
4.8316e+01	5.7641e+01	4.8568e-01	-2.8602e-01	0.0000e+00	0.0000e+00
4.9648e+01	5.7641e+01	4.8416e-01	-2.9208e-01	0.0000e+00	0.0000e+00
5.0980e+01	5.7641e+01	4.8680e-01	-2.9704e-01	0.0000e+00	0.0000e+00
5.2312e+01	5.7641e+01	4.8732e-01	-3.2525e-01	0.0000e+00	0.0000e+00
5.3645e+01	5.7641e+01	4.7943e-01	-3.7509e-01	0.0000e+00	0.0000e+00
5.4977e+01	5.7641e+01	4.8208e-01	-3.7821e-01	0.0000e+00	0.0000e+00
5.6309e+01	5.7641e+01	4.7808e-01	-3.9285e-01	0.0000e+00	0.0000e+00
5.7641e+01	5.7641e+01	4.8331e-01	-4.1884e-01	0.0000e+00	0.0000e+00
5.8973e+01	5.7641e+01	4.8494e-01	-4.6850e-01	0.0000e+00	0.0000e+00
6.0305e+01	5.7641e+01	4.8586e-01	-4.8027e-01	0.0000e+00	0.0000e+00
1.6953e+00	5.6309e+01	4.8157e-01	5.5260e-01	0.0000e+00	0.0000e+00
3.0273e+00	5.6309e+01	4.9340e-01	5.1588e-01	0.0000e+00	0.0000e+00
4.3594e+00	5.6309e+01	4.7802e-01	4.8691e-01	0.0000e+00	0.0000e+00
5.6914e+00	5.6309e+01	4.8172e-01	4.8016e-01	0.0000e+00	0.0000e+00
7.0234e+00	5.6309e+01	4.8706e-01	4.6283e-01	0.0000e+00	0.0000e+00
8.3555e+00	5.6309e+01	4.8096e-01	4.1911e-01	0.0000e+00	0.0000e+00
9.6875e+00	5.6309e+01	4.8487e-01	3.8828e-01	0.0000e+00	0.0000e+00
1.1020e+01	5.6309e+01	4.7509e-01	3.8027e-01	0.0000e+00	0.0000e+00
1.2352e+01	5.6309e+01	4.7709e-01	3.6789e-01	0.0000e+00	0.0000e+00
1.3684e+01	5.6309e+01	4.7575e-01	3.3138e-01	0.0000e+00	0.0000e+00
1.5016e+01	5.6309e+01	4.7722e-01	2.9706e-01	0.0000e+00	0.0000e+00
1.6348e+01	5.6309e+01	4.7778e-01	2.8780e-01	0.0000e+00	0.0000e+00
1.7680e+01	5.6309e+01	4.7623e-01	2.7930e-01	0.0000e+00	0.0000e+00
1.9012e+01	5.6309e+01	4.7940e-01	2.4787e-01	0.0000e+00	0.0000e+00
2.0344e+01	5.6309e+01	4.7622e-01	1.9818e-01	0.0000e+00	0.0000e+00
2.1676e+01	5.6309e+01	4.8262e-01	1.9470e-01	0.0000e+00	0.0000e+00
2.3008e+01	5.6309e+01	4.8560e-01	1.8702e-01	0.0000e+00	0.0000e+00
2.4340e+01	5.6309e+01	4.7890e-01	1.6217e-01	0.0000e+00	0.0000e+00
2.5672e+01	5.6309e+01	4.7884e-01	1.0777e-01	0.0000e+00	0.0000e+00
2.7004e+01	5.6309e+01	4.7840e-01	9.8715e-02	0.0000e+00	0.0000e+00
2.8336e+01	5.6309e+01	4.8052e-01	9.5860e-02	0.0000e+00	0.0000e+00
2.9668e+01	5.6309e+01	4.7525e-01	6.5708e-02	0.0000e+00	0.0000e+00
3.1000e+01	5.6309e+01	4.7912e-01	2.1443e-02	0.0000e+00	0.0000e+00
3.2332e+01	5.6309e+01	4.8098e-01	2.9644e-03	0.0000e+00	0.0000e+00
3.3664e+01	5.6309e+01	4.7424e-01	3.3699e-03	0.0000e+00	0.0000e+00
3.4996e+01	5.6309e+01	4.8158e-01	-1.2203e-02	0.0000e+00	0.0000e+00
3.6328e+01	5.6309e+01	4.8022e-01	-5.9470e-02	0.0000e+00	0.0000e+00
3.7660e+01	5.6309e+01	4.7712e-01	-9.0907e-02	0.0000e+00	0.0000e+00
3.8992e+01	5.6309e+01	4.7788e-01	-9.5229e-02	0.0000e+00	0.0000e+00
4.0324e+01	5.6309e+01	4.7737e-01	-1.1590e-01	0.0000e+00	0.0000e+00
4.1656e+01	5.6309e+01	4.7930e-01	-1.6045e-01	0.0000e+00	0.0000e+00
4.2988e+01	5.6309e+01	4.8003e-01	-1.7946e-01	0.0000e+00	0.0000e+00
4.4320e+01	5.6309e+01	4.7688e-01	-1.9208e-01	0.0000e+00	0.0000e+00
4.5652e+01	5.6309e+01	4.8154e-01	-2.0232e-01	0.0000e+00	0.0000e+00
4.6984e+01	5.6309e+01	4.7620e-01	-2.5015e-01	0.0000e+00	0.0000e+00
4.8316e+01	5.6309e+01	4.7841e-01	-2.8081e-01	0.0000e+00	0.0000e+00
4.9648e+01	5.6309e+01	4.7707e-01	-2.9229e-01	0.0000e+00	0.0000e+00
5.0980e+01	5.6309e+01	4.7694e-01	-2.9073e-01	0.0000e+00	0.0000e+00
5.2312e+01	5.6309e+01	4.8786e-01	-3.1959e-01	0.0000e+00	0.0000e+00
5.3645e+01	5.6309e+01	4.7809e-01	-3.7210e-01	0.0000e+00	0.0000e+00
5.4977e+01	5.6309e+01	4.7920e-01	-3.8286e-01	0.0000e+00	0.0000e+00
5.6309e+01	5.6309e+01	4.7420e-01	-3.9001e-01	0.0000e+00	0.0000e+00
5.7641e+01	5.6309e+01	4.8264e-01	-4.1630e-01	0.0000e+00	0.0000e+00
5.8973e+01	5.6309e+01	4.7488e-01	-4.6469e-01	0.0000e+00	0.0000e+00
6.0305e+01	5.6309e+01	4.7686e-01	-4.7693e-01	0.0000e+00	0.0000e+00
1.6953e+00	5.4977e+01	4.6558e-01	5.5985e-01	0.0000e+00	0.0000e+00
3.0273e+00	5.4977e+01	4.5027e-01	5.2220e-01	0.0000e+00	0.0000e+00
4.3594e+00	5.4977e+01	4.5800e-01	4.9097e-01	0.0000e+00	0.0000e+00
5.6914e+00	5.4977e+01	4.6353e-01	4.8450e-01	0.0000e+00	0.0000e+00
7.0234e+00	5.4977e+01	4.6433e-01	4.6323e-01	0.0000e+00	0.0000e+00
8.3555e+00	5.4977e+01	4.6268e-01	4.1744e-01	0.0000e+00	0.0000e+00
9.6875e+00	5.4977e+01	4.6234e-01	3.8827e-01	0.0000e+00	0.0000e+00
1.1020e+01	5.4977e+01	4.6136e-01	3.8463e-01	0.0000e+00	0.0000e+00
1.2352e+01	5.4977e+01	4.5040e-01	3.8174e-01	0.0000e+00	0.0000e+00
1.3684e+01	5.4977e+01	4.6159e-01	3.2541e-01	0.0000e+00	0.0000e+00
1.5016e+01	5.4977e+01	4.6894e-01	2.9584e-01	0.0000e+00	0.0000e+00
1.6348e+01	5.4977e+01	4.6080e-01	2.8628e-01	0.0000e+00	0.0000e+00
1.7680e+01	5.4977e+01	4.5883e-01	2.8165e-01	0.0000e+00	0.0000e+00
1.9012e+01	5.4977e+01	4.6081e-01	2.5240e-01	0.0000e+00	0.0000e+00
2.0344e+01	5.4977e+01	4.5391e-01	1.9889e-01	0.0000e+00	0.0000e+00
2.1676e+01	5.4977e+01	4.6575e-01	1.9259e-01	0.0000e+00	0.0000e+00
2.3008e+01	5.4977e+01	4.7101e-01	1.8328e-01	0.0000e+00	0.0000e+00
2.4340e+01	5.4977e+01	4.6778e-01	1.6464e-01	0.0000e+00	0.0000e+00
2.5672e+01	5.4977e+01	4.6680e-01	1.1069e-01	0.0000e+00	0.0000e+00
2.7004e+01	5.4977e+01	4.6546e-01	9.8025e-02	0.0000e+00	0.0000e+00
2.8336e+01	5.4977e+01	4.6509e-01	9.1902e-02	0.0000e+00	0.0000e+00
2.9668e+01	5.4977e+01	4.4616e-01	7.6572e-02	0.0000e+00	0.0000e+00
3.1000e+01	5.4977e+01	4.5851e-01	2.3574e-02	0.0000e+00	0.0000e+00
3.2332e+01	5.4977e+01	4.6129e-01	1.4417e-03	0.0000e+00	0.0000e+00
3.3664e+01	5.4977e+01	4.6202e-01	-1.2011e-03	0.0000e+00	0.0000e+00
3.4996e+01	5.4977e+01	4.6360e-01	-1.0818e-02	0.0000e+00	0.0000e+00
3.6328e+01	5.4977e+01	4.6525e-01	-6.1196e-02	0.0000e+00	0.0000e+00
3.7660e+01	5.4977e+01	4.5952e-01	-9.1957e-02	0.0000e+00	0.0000e+00
3.8992e+01	5.4977e+01	4.5895e-01	-9.4600e-02	0.0000e+00	0.0000e+00
4.0324e+01	5.4977e+01	4.6919e-01	-1.1847e-01	0.0000e+00	0.0000e+00
4.1656e+01	5.4977e+01	4.5784e-01	-1.6927e-01	0.0000e+00	0.0000e+00
4.2988e+01	5.4977e+01	4.5556e-01	-1.8783e-01	0.0000e+00	0.0000e+00
4.4320e+01	5.4977e+01	4.3852e-01	-1.9487e-01	0.0000e+00	0.0000e+00
4.5652e+01	5.4977e+01	4.3987e-01	-2.0789e-01	0.0000e+00	0.0000e+00
4.6984e+01	5.4977e+01	4.5427e-01	-2.5377e-01	0.0000e+00	0.0000e+00
4.8316e+01	5.4977e+01	4.6691e-01	-2.8017e-01	0.0000e+00	0.0000e+00
4.9648e+01	5.4977e+01	4.6183e-01	-2.9186e-01	0.0000e+00	0.0000e+00
5.0980e+01	5.4977e+01	4.6798e-01	-3.0252e-01	0.0000e+00	0.0000e+00
5.2312e+01	5.4977e+01	7.3266e-02	7.6036e-02	0.0000e+00	0.0000e+00
5.3645e+01	5.4977e+01	4.5875e-01	-3.8147e-01	0.0000e+00	0.0000e+00
5.4977e+01	5.4977e+01	4.6290e-01	-3.8582e-01	0.0000e+00	0.0000e+00
5.6309e+01	5.4977e+01	4.5604e-01	-3.9807e-01	0.0000e+00	0.0000e+00
5.7641e+01	5.4977e+01	4.6481e-01	-4.2759e-01	0.0000e+00	0.0000e+00
5.8973e+01	5.4977e+01	4.5099e-01	-4.6332e-01	0.0000e+00	0.0000e+00
6.0305e+01	5.4977e+01	4.5854e-01	-4.7932e-01	0.0000e+00	0.0000e+00
1.6953e+00	5.3645e+01	4.0742e-01	5.5332e-01	0.0000e+00	0.0000e+00
3.0273e+00	5.3645e+01	4.1484e-01	5.1044e-01	0.0000e+00	0.0000e+00
4.3594e+00	5.3645e+01	4.0931e-01	4.8803e-01	0.0000e+00	0.0000e+00
5.6914e+00	5.3645e+01	4.0524e-01	4.8538e-01	0.0000e+00	0.0000e+00
7.0234e+00	5.3645e+01	4.1607e-01	4.6490e-01	0.0000e+00	0.0000e+00
8.3555e+00	5.3645e+01	4.2347e-01	4.1591e-01	0.0000e+00	0.0000e+00
9.6875e+00	5.3645e+01	4.1336e-01	3.9734e-01	0.0000e+00	0.0000e+00
1.1020e+01	5.3645e+01	4.1574e-01	3.7743e-01	0.0000e+00	0.0000e+00
1.2352e+01	5.3645e+01	4.1080e-01	3.7901e-01	0.0000e+00	0.0000e+00
1.3684e+01	5.3645e+01	4.1533e-01	3.2506e-01	0.0000e+00	0.0000e+00
1.5016e+01	5.3645e+01	4.1091e-01	2.9712e-01	0.0000e+00	0.0000e+00
1.6348e+01	5.3645e+01	4.1307e-01	2.8584e-01	0.0000e+00	0.0000e+00
1.7680e+01	5.3645e+01	4.0758e-01	2.8305e-01	0.0000e+00	0.0000e+00
1.9012e+01	5.3645e+01	4.1117e-01	2.3642e-01	0.0000e+00	0.0000e+00
2.0344e+01	5.3645e+01	4.2556e-01	2.0073e-01	0.0000e+00	0.0000e+00
2.1676e+01	5.3645e+01	4.1294e-01	1.9204e-01	0.0000e+00	0.0000e+00
2.3008e+01	5.3645e+01	4.1688e-01	1.8169e-01	0.0000e+00	0.0000e+00
2.4340e+01	5.3645e+01	4.1961e-01	1.6821e-01	0.0000e+00	0.0000e+00
2.5672e+01	5.3645e+01	4.0524e-01	1.0824e-01	0.0000e+00	0.0000e+00
2.7004e+01	5.3645e+01	4.0496e-01	9.5608e-02	0.0000e+00	0.0000e+00
2.8336e+01	5.3645e+01	4.0841e-01	9.3109e-02	0.0000e+00	0.0000e+00
2.9668e+01	5.3645e+01	4.1116e-01	5.5571e-02	0.0000e+00	0.0000e+00
3.1000e+01	5.3645e+01	4.1437e-01	2.1675e-02	0.0000e+00	0.0000e+00
3.2332e+01	5.3645e+01	4.1641e-01	-2.5639e-03	0.0000e+00	0.0000e+00
3.3664e+01	5.3645e+01	4.1444e-01	-1.0051e-02	0.0000e+00	0.0000e+00
3.4996e+01	5.3645e+01	4.0628e-01	-2.5681e-02	0.0000e+00	0.0000e+00
3.6328e+01	5.3645e+01	4.1362e-01	-6.7005e-02	0.0000e+00	0.0000e+00
3.7660e+01	5.3645e+01	4.1602e-01	-9.8823e-02	0.0000e+00	0.0000e+00
3.8992e+01	5.3645e+01	4.0801e-01	-1.1350e-01	0.0000e+00	0.0000e+00
4.0324e+01	5.3645e+01	4.1474e-01	-1.1630e-01	0.0000e+00	0.0000e+00
4.1656e+01	5.3645e+01	4.0367e-01	-1.6292e-01	0.0000e+00	0.0000e+00
4.2988e+01	5.3645e+01	4.1671e-01	-1.8718e-01	0.0000e+00	0.0000e+00
4.4320e+01	5.3645e+01	3.9717e-01	-1.9251e-01	0.0000e+00	0.0000e+00
4.5652e+01	5.3645e+01	4.0788e-01	-1.9895e-01	0.0000e+00	0.0000e+00
4.6984e+01	5.3645e+01	4.0799e-01	-2.4942e-01	0.0000e+00	0.0000e+00
4.8316e+01	5.3645e+01	4.1298e-01	-2.7945e-01	0.0000e+00	0.0000e+00
4.9648e+01	5.3645e+01	4.1137e-01	-2.9010e-01	0.0000e+00	0.0000e+00
5.0980e+01	5.3645e+01	4.1638e-01	-3.0098e-01	0.0000e+00	0.0000e+00
5.2312e+01	5.3645e+01	4.1236e-01	-3.2745e-01	0.0000e+00	0.0000e+00
5.3645e+01	5.3645e+01	4.0865e-01	-3.7741e-01	0.0000e+00	0.0000e+00
5.4977e+01	5.3645e+01	4.1048e-01	-3.8340e-01	0.0000e+00	0.0000e+00
5.6309e+01	5.3645e+01	4.0855e-01	-3.9120e-01	0.0000e+00	0.0000e+00
5.7641e+01	5.3645e+01	4.2371e-01	-4.2309e-01	0.0000e+00	0.0000e+00
5.8973e+01	5.3645e+01	4.0901e-01	-4.6802e-01	0.0000e+00	0.0000e+00
6.0305e+01	5.3645e+01	4.1668e-01	-4.8197e-01	0.0000e+00	0.0000e+00
1.6953e+00	5.2312e+01	3.9508e-01	5.6563e-01	0.0000e+00	0.0000e+00
3.0273e+00	5.2312e+01	3.9134e-01	5.0310e-01	0.0000e+00	0.0000e+00
4.3594e+00	5.2312e+01	3.8537e-01	4.7786e-01	0.0000e+00	0.0000e+00
5.6914e+00	5.2312e+01	3.8149e-01	4.7924e-01	0.0000e+00	0.0000e+00
7.0234e+00	5.2312e+01	3.9400e-01	4.7324e-01	0.0000e+00	0.0000e+00
8.3555e+00	5.2312e+01	3.8516e-01	4.2994e-01	0.0000e+00	0.0000e+00
9.6875e+00	5.2312e+01	3.8812e-01	3.9396e-01	0.0000e+00	0.0000e+00
1.1020e+01	5.2312e+01	3.8870e-01	3.8519e-01	0.0000e+00	0.0000e+00
1.2352e+01	5.2312e+01	3.9487e-01	3.7247e-01	0.0000e+00	0.0000e+00
1.3684e+01	5.2312e+01	3.8585e-01	3.3351e-01	0.0000e+00	0.0000e+00
1.5016e+01	5.2312e+01	3.9029e-01	3.0207e-01	0.0000e+00	0.0000e+00
1.6348e+01	5.2312e+01	3.9065e-01	2.9176e-01	0.0000e+00	0.0000e+00
1.7680e+01	5.2312e+01	3.8698e-01	2.8363e-01	0.0000e+00	0.0000e+00
1.9012e+01	5.2312e+01	3.9320e-01	2.4299e-01	0.0000e+00	0.0000e+00
2.0344e+01	5.2312e+01	3.8936e-01	1.9605e-01	0.0000e+00	0.0000e+00
2.1676e+01	5.2312e+01	3.9006e-01	1.9396e-01	0.0000e+00	0.0000e+00
2.3008e+01	5.2312e+01	3.8917e-01	1.8591e-01	0.0000e+00	0.0000e+00
2.4340e+01	5.2312e+01	3.9207e-01	1.5676e-01	0.0000e+00	0.0000e+00
